item_id,order_id,product_id,quantity,unit_price,total_price
117,58,213,5,1018.86,5094.3
118,58,132,5,7619.74,38098.7
119,59,305,1,22856.94,22856.94
120,59,308,2,37698.87,75397.74
121,60,399,4,42094.39,168377.56
122,61,145,1,6891.18,6891.18
123,61,96,1,38144.16,38144.16
124,62,137,4,506.46,2025.84
125,63,225,5,35723.81,178619.05
126,63,223,1,24430.09,24430.09
127,64,401,5,4535.18,22675.9
128,64,57,4,16620.49,66481.96
129,64,266,3,17324.48,51973.44
130,65,460,3,24016.69,72050.07
131,65,444,3,29499.44,88498.32
132,65,217,4,5439.92,21759.68
133,66,295,5,18075.16,90375.8
134,67,281,2,44984.07,89968.14
135,67,183,2,12493.8,24987.6
136,67,322,1,47854.93,47854.93
137,67,52,5,45474.02,227370.1
138,68,290,4,46435.08,185740.32
139,68,59,1,9466.23,9466.23
140,69,442,4,13341.59,53366.36
141,69,232,4,7277.98,29111.92
142,70,52,2,34618.44,69236.88
143,70,200,4,37508.91,150035.64
144,70,11,5,39851.62,199258.1
145,71,144,5,43284.08,216420.4
146,72,98,4,46553.69,186214.76
147,72,154,2,575.17,1150.34
148,73,499,1,880.55,880.55
149,74,170,1,6146.65,6146.65
150,74,120,1,22179.02,22179.02
151,75,302,1,36440.82,36440.82
152,76,63,4,20093.21,80372.84
153,76,26,1,10582.85,10582.85
154,76,141,1,31661.49,31661.49
155,77,152,2,25098.77,50197.54
156,77,112,4,29692.7,118770.8
157,78,84,1,35140.96,35140.96
158,78,135,2,40621.59,81243.18
159,79,411,4,44393.34,177573.36
160,79,20,4,26098.54,104394.16
161,80,43,1,14634.88,14634.88
162,80,496,2,38027.15,76054.3
163,80,183,3,8095.89,24287.67
164,81,237,3,40523.07,121569.21
165,82,352,4,27658.36,110633.44
166,82,151,2,23363.28,46726.56
167,82,273,2,41919.59,83839.18
168,82,223,2,21382.3,42764.6
169,83,424,3,8751.0,26253.0
170,83,148,4,1388.27,5553.08
171,84,77,2,26957.43,53914.86
172,84,312,5,6649.26,33246.3
173,85,193,3,16715.06,50145.18
174,86,269,1,45697.84,45697.84
175,86,149,3,2928.17,8784.51
176,87,144,3,36277.26,108831.78
177,88,303,4,33036.21,132144.84
178,88,205,5,21233.47,106167.35
179,88,485,1,28745.97,28745.97
180,88,375,1,10400.15,10400.15
181,89,429,3,11339.34,34018.02
182,89,16,4,31357.21,125428.84
183,90,468,2,10753.14,21506.28
184,90,447,1,20384.56,20384.56
185,90,204,4,39073.0,156292.0
186,90,283,1,9655.64,9655.64
187,91,309,1,18619.45,18619.45
188,91,14,4,31055.37,124221.48
189,91,482,1,31320.93,31320.93
190,92,116,2,4838.53,9677.06
191,92,324,1,13163.02,13163.02
192,92,314,5,2044.34,10221.7
193,92,296,3,32702.89,98108.67
194,93,211,5,47671.03,238355.15
195,93,47,3,19613.33,58839.99
196,93,129,5,1331.7,6658.5
197,94,461,1,20748.9,20748.9
198,94,469,2,7249.0,14498.0
199,94,34,3,22244.69,66734.07
200,94,256,2,35738.74,71477.48
201,95,302,2,37018.45,74036.9
202,95,99,2,32610.98,65221.96
203,95,466,2,12488.29,24976.58
204,95,297,4,8913.0,35652.0
205,96,244,4,27365.44,109461.76
206,96,177,5,49741.99,248709.95
207,97,78,5,16700.85,83504.25
208,97,278,5,5478.39,27391.95
209,98,106,4,7254.73,29018.92
210,98,227,4,2444.51,9778.04
211,98,108,2,3521.21,7042.42
212,98,185,1,40367.43,40367.43
213,99,178,5,13436.43,67182.15
214,100,322,1,14453.31,14453.31
215,100,162,4,4079.74,16318.96
216,100,145,5,30912.6,154563.0
217,100,197,2,28722.27,57444.54
218,101,396,4,42513.96,170055.84
219,101,242,5,27385.54,136927.7
220,102,383,3,43142.07,129426.21
221,102,315,5,29802.08,149010.4
222,103,140,3,11475.16,34425.48
223,103,489,1,38162.49,38162.49
224,104,424,2,44851.86,89703.72
225,104,310,3,8481.81,25445.43
226,105,105,4,27422.09,109688.36
227,105,350,1,14444.98,14444.98
228,105,245,5,33213.11,166065.55
229,106,480,4,47939.86,191759.44
230,106,38,4,3605.68,14422.72
231,106,206,2,12957.76,25915.52
232,106,114,4,25739.7,102958.8
233,107,157,3,27555.69,82667.07
234,108,297,1,49696.38,49696.38
235,108,488,3,17807.06,53421.18
236,108,144,5,34701.73,173508.65
237,108,180,2,30843.0,61686.0
238,109,162,1,41275.58,41275.58
239,109,396,3,26865.49,80596.47
240,110,255,3,35598.59,106795.77
241,110,189,3,7648.42,22945.26
242,110,26,3,49663.38,148990.14
243,110,9,3,34932.39,104797.17
244,111,292,1,25431.39,25431.39
245,111,78,2,2894.44,5788.88
246,111,237,5,8102.0,40510.0
247,112,479,1,22483.45,22483.45
248,112,432,2,46332.24,92664.48
249,112,236,1,36334.03,36334.03
250,113,399,5,3901.95,19509.75
251,113,374,4,44734.1,178936.4
252,113,176,5,20005.75,100028.75
253,113,38,1,36730.41,36730.41
254,114,95,3,11334.54,34003.62
255,114,156,4,44705.82,178823.28
256,115,334,5,11718.94,58594.7
257,115,162,4,4787.05,19148.2
258,115,297,4,12482.05,49928.2
259,116,496,1,40034.89,40034.89
260,116,124,3,16543.45,49630.35
261,116,328,4,28177.46,112709.84
262,117,454,4,27316.29,109265.16
263,117,339,3,9369.57,28108.71
264,117,249,2,46815.7,93631.4
265,118,96,1,49614.1,49614.1
266,118,420,3,24092.3,72276.9
267,119,48,4,34415.47,137661.88
268,119,285,1,40891.51,40891.51
269,119,193,3,25041.14,75123.42
270,119,246,3,6528.17,19584.51
271,120,164,4,19558.91,78235.64
272,120,434,4,33129.8,132519.2
273,120,14,3,47849.44,143548.32
274,121,156,2,26701.7,53403.4
275,121,72,4,9816.36,39265.44
276,121,240,3,24899.44,74698.32
277,122,434,3,47085.46,141256.38
278,123,273,2,44786.58,89573.16
279,123,452,1,32733.85,32733.85
280,123,184,1,41754.69,41754.69
281,123,139,2,45270.06,90540.12
282,124,228,2,13800.39,27600.78
283,125,487,4,46661.25,186645.0
284,125,9,3,25917.5,77752.5
285,125,232,3,15769.97,47309.91
286,126,174,4,22124.2,88496.8
287,127,258,3,42190.78,126572.34
288,127,395,5,37905.84,189529.2
289,128,390,5,28272.38,141361.9
290,128,329,3,20456.22,61368.66
291,128,409,3,49968.25,149904.75
292,129,119,1,5394.46,5394.46
293,129,252,5,21815.73,109078.65
294,129,89,5,7489.16,37445.8
295,129,410,1,8936.85,8936.85
296,130,67,2,48723.62,97447.24
297,131,284,4,34227.48,136909.92
298,132,144,1,12441.09,12441.09
299,132,476,1,28155.41,28155.41
300,132,426,3,28177.46,84532.38
301,133,263,1,23015.44,23015.44
302,133,26,4,13499.31,53997.24
303,133,214,2,24315.51,48631.02
304,134,141,5,25806.81,129034.05
305,134,331,3,6438.8,19316.4
306,135,31,1,40996.32,40996.32
307,135,327,5,20930.62,104653.1
308,136,327,1,9783.37,9783.37
309,136,231,5,48981.01,244905.05
310,136,174,2,9034.75,18069.5
311,137,324,2,9937.95,19875.9
312,137,375,1,26850.33,26850.33
313,137,68,1,4132.4,4132.4
314,138,403,3,1859.78,5579.34
315,139,402,5,38828.68,194143.4
316,139,391,4,21944.24,87776.96
317,140,469,5,49828.47,249142.35
318,140,328,2,10202.05,20404.1
319,141,446,3,34563.6,103690.8
320,141,293,3,40025.57,120076.71
321,141,312,2,9595.25,19190.5
322,141,252,5,3154.04,15770.2
323,142,376,4,3439.39,13757.56
324,142,143,5,38201.8,191009.0
325,142,299,4,40571.29,162285.16
326,142,26,3,9134.46,27403.38
327,143,41,5,3076.17,15380.85
328,143,81,2,4734.37,9468.74
329,143,479,1,12742.19,12742.19
330,144,220,3,5135.72,15407.16
331,144,112,3,28717.15,86151.45
332,144,119,4,37988.49,151953.96
333,144,409,2,48742.83,97485.66
334,145,311,2,38588.32,77176.64
335,145,107,1,44114.73,44114.73
336,145,446,4,36234.73,144938.92
337,145,381,3,14037.9,42113.7
338,146,450,1,24167.16,24167.16
339,146,328,4,49920.87,199683.48
340,147,269,3,9123.63,27370.89
341,147,156,1,39995.68,39995.68
342,147,124,5,19174.97,95874.85
343,147,344,1,26182.73,26182.73
344,148,86,4,48334.27,193337.08
345,148,271,5,38998.24,194991.2
346,148,24,2,13312.57,26625.14
347,148,372,4,38026.88,152107.52
348,149,369,4,35504.37,142017.48
349,149,455,4,1808.57,7234.28
350,149,112,5,47924.88,239624.4
351,149,384,4,35851.77,143407.08
352,150,41,2,16164.05,32328.1
353,151,226,5,12706.36,63531.8
354,151,70,2,25370.73,50741.46
355,151,67,2,5644.65,11289.3
356,152,362,2,40738.13,81476.26
357,153,404,4,44543.58,178174.32
358,153,42,4,40709.99,162839.96
359,153,434,5,34194.82,170974.1
360,153,51,5,24075.34,120376.7
361,154,64,3,11246.49,33739.47
362,154,452,3,38348.62,115045.86
363,154,93,5,10417.44,52087.2
364,154,187,3,36987.81,110963.43
365,155,348,3,29921.7,89765.1
366,156,101,1,36539.6,36539.6
367,157,179,5,32598.52,162992.6
368,158,222,4,15602.02,62408.08
369,158,391,2,13153.09,26306.18
370,159,416,2,47823.1,95646.2
371,160,377,1,27657.63,27657.63
372,160,103,2,35731.86,71463.72
373,160,244,3,31738.0,95214.0
374,161,82,2,25565.53,51131.06
375,161,125,1,28726.71,28726.71
376,161,209,5,6320.23,31601.15
377,162,188,5,46970.42,234852.1
378,162,412,2,3111.08,6222.16
379,163,285,4,6855.39,27421.56
380,163,420,2,32124.18,64248.36
381,163,180,1,21266.69,21266.69
382,164,93,4,23618.42,94473.68
383,164,139,4,34849.86,139399.44
384,165,283,2,16549.37,33098.74
385,165,5,4,7741.84,30967.36
386,165,15,2,45135.82,90271.64
387,165,255,5,38187.41,190937.05
388,166,70,2,37632.32,75264.64
389,166,377,5,4830.46,24152.3
390,166,175,4,18578.73,74314.92
391,166,484,3,26114.17,78342.51
392,167,144,4,49591.79,198367.16
393,167,141,2,19999.47,39998.94
394,167,313,4,44408.61,177634.44
395,168,48,5,33939.98,169699.9
396,169,262,1,11752.71,11752.71
397,170,188,4,39387.52,157550.08
398,170,179,3,30737.8,92213.4
399,170,343,5,41250.39,206251.95
400,170,331,3,14264.43,42793.29
401,171,361,5,41265.13,206325.65
402,171,308,3,18523.12,55569.36
403,172,485,5,35207.33,176036.65
404,172,455,4,32528.92,130115.68
405,172,316,3,27076.96,81230.88
406,172,280,1,31533.03,31533.03
407,173,351,4,47782.48,191129.92
408,173,175,1,28569.6,28569.6
409,173,464,3,20961.33,62883.99
410,173,310,5,41819.71,209098.55
411,174,353,4,31512.79,126051.16
412,174,459,3,15243.6,45730.8
413,174,3,3,32549.72,97649.16
414,174,404,1,36028.05,36028.05
415,175,322,4,19397.64,77590.56
416,175,50,2,2280.65,4561.3
417,175,94,3,47974.03,143922.09
418,175,148,5,35571.57,177857.85
419,176,359,4,34288.82,137155.28
420,176,113,2,29519.59,59039.18
421,176,399,1,31055.99,31055.99
422,176,285,2,44472.85,88945.7
423,177,138,1,19647.81,19647.81
424,177,89,3,36249.44,108748.32
425,177,336,4,42924.0,171696.0
426,177,187,2,27534.21,55068.42
427,178,435,5,42020.31,210101.55
428,178,147,1,2448.04,2448.04
429,178,297,1,24495.83,24495.83
430,179,492,3,49782.83,149348.49
431,179,441,2,5582.99,11165.98
432,180,270,2,28703.55,57407.1
433,180,163,5,46669.4,233347.0
434,181,55,5,22671.69,113358.45
435,181,106,2,26687.8,53375.6
436,182,215,2,41450.19,82900.38
437,182,344,3,20963.72,62891.16
438,183,100,1,4378.49,4378.49
439,183,291,5,37871.83,189359.15
440,183,94,4,26838.35,107353.4
441,184,365,5,14364.07,71820.35
442,184,338,3,8407.75,25223.25
443,184,476,5,46109.25,230546.25
444,185,205,1,41266.63,41266.63
445,185,498,2,1700.76,3401.52
446,185,383,2,33311.94,66623.88
447,186,44,1,22684.65,22684.65
448,186,293,1,17107.58,17107.58
449,187,3,5,5850.88,29254.4
450,187,308,3,22670.13,68010.39
451,187,382,4,5572.19,22288.76
452,187,261,5,1136.61,5683.05
453,188,420,5,14544.96,72724.8
454,188,257,3,41112.4,123337.2
455,188,15,2,30589.9,61179.8
456,189,462,2,31171.35,62342.7
457,190,445,2,38412.85,76825.7
458,190,350,3,30918.61,92755.83
459,190,228,5,43941.31,219706.55
460,191,59,5,39563.12,197815.6
461,191,89,5,40616.88,203084.4
462,192,210,4,19264.7,77058.8
463,193,296,3,39978.21,119934.63
464,194,397,3,19415.38,58246.14
465,194,416,3,21136.48,63409.44
466,195,100,3,3595.32,10785.96
467,195,413,2,43423.29,86846.58
468,195,203,4,3225.85,12903.4
469,195,315,4,22168.85,88675.4
470,196,63,1,7838.13,7838.13
471,197,131,1,18137.11,18137.11
472,198,321,2,18383.72,36767.44
473,198,86,5,7620.69,38103.45
474,198,50,1,11518.54,11518.54
475,199,130,4,35944.27,143777.08
476,200,434,4,13492.54,53970.16
477,200,59,2,15871.28,31742.56
478,200,273,1,33240.31,33240.31
479,200,464,1,45756.25,45756.25
480,201,49,4,24724.65,98898.6
481,201,403,5,49377.38,246886.9
482,201,382,2,43572.74,87145.48
483,202,9,1,15286.85,15286.85
484,203,7,2,45071.28,90142.56
485,203,52,3,22323.2,66969.6
486,203,89,3,44637.01,133911.03
487,204,481,1,9638.72,9638.72
488,204,310,1,21360.67,21360.67
489,204,316,3,12927.85,38783.55
490,205,236,4,39106.23,156424.92
491,206,363,2,4505.43,9010.86
492,206,394,5,36521.44,182607.2
493,206,235,2,42483.17,84966.34
494,206,70,4,42612.04,170448.16
495,207,243,1,44549.03,44549.03
496,208,197,5,36782.81,183914.05
497,208,54,1,22566.67,22566.67
498,209,407,1,6710.16,6710.16
499,209,20,1,47293.38,47293.38
500,210,320,2,35201.27,70402.54
501,210,371,5,7534.46,37672.3
502,210,26,2,29133.35,58266.7
503,210,62,4,4044.77,16179.08
504,211,405,3,39158.23,117474.69
505,211,350,4,30509.73,122038.92
506,211,37,2,16249.57,32499.14
507,211,75,5,16312.58,81562.9
508,212,196,3,8600.12,25800.36
509,212,219,3,15405.64,46216.92
510,212,181,4,32456.43,129825.72
511,212,257,1,6469.47,6469.47
512,213,396,2,44976.64,89953.28
513,213,461,4,31529.98,126119.92
514,213,249,3,30596.51,91789.53
515,214,168,3,33543.37,100630.11
516,215,315,1,15723.47,15723.47
517,216,428,2,29702.26,59404.52
518,216,426,2,12999.11,25998.22
519,216,251,4,41832.46,167329.84
520,216,331,1,36757.66,36757.66
521,217,109,1,40492.11,40492.11
522,217,251,3,32608.17,97824.51
523,217,488,4,24319.4,97277.6
524,217,380,1,40559.52,40559.52
525,218,10,5,38194.91,190974.55
526,218,28,1,49562.03,49562.03
527,219,318,5,20825.83,104129.15
528,219,15,2,10192.86,20385.72
529,219,475,4,12647.96,50591.84
530,220,35,2,15413.78,30827.56
531,220,447,1,20668.53,20668.53
532,220,158,5,37048.28,185241.4
533,220,275,3,48015.64,144046.92
534,221,327,4,37395.98,149583.92
535,222,146,2,12196.18,24392.36
536,223,65,4,11235.51,44942.04
537,223,171,2,47556.11,95112.22
538,224,81,5,29876.1,149380.5
539,224,275,4,42277.44,169109.76
540,224,344,3,26483.03,79449.09
541,224,286,4,34665.35,138661.4
542,225,245,2,7931.17,15862.34
543,225,347,5,44046.63,220233.15
544,226,394,3,15036.89,45110.67
545,226,180,4,11710.57,46842.28
546,227,309,2,10149.61,20299.22
547,227,334,2,41623.77,83247.54
548,227,484,1,871.9,871.9
549,227,21,5,45215.09,226075.45
550,228,119,3,20568.33,61704.99
551,228,356,3,38236.89,114710.67
552,228,376,5,27948.8,139744.0
553,228,421,1,1298.68,1298.68
554,229,484,3,1511.59,4534.77
555,229,206,4,39991.71,159966.84
556,229,355,4,4765.71,19062.84
557,230,42,4,16228.75,64915.0
558,230,489,4,7462.76,29851.04
559,231,376,4,42702.8,170811.2
560,231,169,5,46804.91,234024.55
561,232,46,1,42850.67,42850.67
562,232,80,2,49751.94,99503.88
563,232,230,3,23315.0,69945.0
564,233,486,4,16510.41,66041.64
565,234,129,5,9991.58,49957.9
566,234,493,5,5105.25,25526.25
567,235,296,3,3057.55,9172.65
568,235,360,3,34892.02,104676.06
569,236,381,1,18963.7,18963.7
570,236,362,1,20830.85,20830.85
571,237,351,2,18415.4,36830.8
572,237,147,3,17105.02,51315.06
573,237,163,4,1114.15,4456.6
574,238,194,3,38552.47,115657.41
575,239,469,2,23231.66,46463.32
576,239,432,2,34292.67,68585.34
577,239,280,5,11313.83,56569.15
578,240,40,1,29595.32,29595.32
579,240,238,4,46070.77,184283.08
580,240,325,5,27081.16,135405.8
581,241,434,3,47199.23,141597.69
582,242,242,1,30106.17,30106.17
583,243,97,5,46906.19,234530.95
584,244,128,5,13447.73,67238.65
585,244,17,3,39175.1,117525.3
586,244,370,4,28555.82,114223.28
587,244,236,5,26770.39,133851.95
588,245,179,5,19957.74,99788.7
589,246,229,2,45771.1,91542.2
590,246,234,3,4686.64,14059.92
591,247,487,1,24870.64,24870.64
592,247,422,4,37497.16,149988.64
593,247,436,3,12962.51,38887.53
594,247,301,5,1906.63,9533.15
595,248,325,5,9812.62,49063.1
596,248,342,5,3728.45,18642.25
597,248,139,5,4297.68,21488.4
598,249,377,1,39438.14,39438.14
599,249,36,3,25691.86,77075.58
600,249,444,2,41785.76,83571.52
601,249,25,2,32064.7,64129.4
602,250,269,1,18763.82,18763.82
603,250,362,2,27955.06,55910.12
604,250,487,3,31264.97,93794.91
605,250,390,1,23427.25,23427.25
606,251,411,5,17923.61,89618.05
607,251,23,2,24649.47,49298.94
608,251,31,2,4277.39,8554.78
609,251,176,4,29354.73,117418.92
610,252,129,1,44462.59,44462.59
611,252,27,2,2968.28,5936.56
612,253,279,1,46016.95,46016.95
613,253,405,3,37105.91,111317.73
614,253,91,3,37357.03,112071.09
615,253,484,3,44685.72,134057.16
616,254,26,5,33592.22,167961.1
617,254,244,1,21713.6,21713.6
618,254,322,5,14835.82,74179.1
619,254,391,2,15625.15,31250.3
620,255,457,3,47167.84,141503.52
621,256,197,4,9729.84,38919.36
622,256,15,1,21211.0,21211.0
623,257,439,5,39420.83,197104.15
624,257,110,3,45325.0,135975.0
625,258,358,3,25506.6,76519.8
626,258,50,5,10254.83,51274.15
627,259,242,4,24112.96,96451.84
628,259,470,1,12817.4,12817.4
629,259,471,4,7298.1,29192.4
630,260,471,5,10147.88,50739.4
631,260,383,1,29975.83,29975.83
632,260,286,2,21359.86,42719.72
633,260,143,2,10105.58,20211.16
634,261,220,1,3426.19,3426.19
635,261,418,1,13210.2,13210.2
636,262,315,4,5659.62,22638.48
637,262,363,3,22882.63,68647.89
638,263,115,5,35190.97,175954.85
639,264,151,5,49235.63,246178.15
640,265,289,4,18195.12,72780.48
641,265,258,3,4362.91,13088.73
642,265,82,4,12645.4,50581.6
643,265,265,5,19351.91,96759.55
644,266,339,5,21635.53,108177.65
645,266,218,4,36222.1,144888.4
646,267,114,4,20616.7,82466.8
647,267,402,3,46620.74,139862.22
648,268,88,5,30393.97,151969.85
649,269,164,4,9226.08,36904.32
650,270,45,3,9146.36,27439.08
651,270,51,2,8130.72,16261.44
652,271,226,1,10754.21,10754.21
653,271,138,1,20393.33,20393.33
654,272,293,4,939.28,3757.12
655,273,161,3,33848.32,101544.96
656,273,60,2,5247.84,10495.68
657,274,63,4,5973.5,23894.0
658,274,485,4,21431.48,85725.92
659,274,356,2,33325.49,66650.98
660,275,217,3,28521.72,85565.16
661,275,164,1,31067.27,31067.27
662,275,428,2,15761.67,31523.34
663,276,321,2,13839.26,27678.52
664,276,329,1,14609.34,14609.34
665,276,287,2,41991.09,83982.18
666,276,389,4,34474.47,137897.88
667,277,127,4,9293.67,37174.68
668,278,23,4,622.27,2489.08
669,278,87,3,42544.86,127634.58
670,278,193,5,15084.79,75423.95
671,279,29,1,12110.25,12110.25
672,279,171,5,40785.94,203929.7
673,279,406,2,32516.33,65032.66
674,280,61,3,23320.58,69961.74
675,280,311,3,27208.52,81625.56
676,281,146,3,35578.51,106735.53
677,282,75,1,31001.43,31001.43
678,282,85,5,44441.97,222209.85
679,283,454,3,2802.29,8406.87
680,283,461,2,35823.58,71647.16
681,283,323,1,46952.43,46952.43
682,283,10,2,44334.31,88668.62
683,284,353,5,45397.99,226989.95
684,284,404,4,11982.41,47929.64
685,284,396,5,46067.39,230336.95
686,285,499,4,8708.76,34835.04
687,286,415,5,13884.66,69423.3
688,286,220,3,22007.89,66023.67
689,287,118,5,49741.86,248709.3
690,288,417,5,33526.71,167633.55
691,288,488,3,18585.5,55756.5
692,288,277,4,20390.72,81562.88
693,289,191,4,44041.47,176165.88
694,289,41,4,27923.08,111692.32
695,289,473,2,17383.22,34766.44
696,289,288,4,22691.97,90767.88
697,290,419,5,4491.5,22457.5
698,291,472,1,13601.54,13601.54
699,292,414,4,44593.32,178373.28
700,292,27,1,48400.59,48400.59
701,292,217,2,40384.6,80769.2
702,292,343,4,32577.31,130309.24
703,293,290,4,32532.91,130131.64
704,294,90,2,13899.28,27798.56
705,294,201,4,33095.9,132383.6
706,294,489,2,16170.89,32341.78
707,295,413,1,33797.19,33797.19
708,296,322,2,49514.21,99028.42
709,296,355,3,7872.06,23616.18
710,297,341,5,24483.27,122416.35
711,297,117,3,16187.07,48561.21
712,297,236,5,44347.87,221739.35
713,298,149,3,28995.91,86987.73
714,298,181,1,44287.4,44287.4
715,298,467,1,3199.0,3199.0
716,298,374,5,23586.89,117934.45
717,299,142,2,44617.57,89235.14
718,299,100,1,23750.57,23750.57
719,299,131,3,21697.82,65093.46
720,299,494,4,39954.6,159818.4
721,300,345,2,23402.83,46805.66
722,300,282,4,19808.91,79235.64
723,301,40,3,16159.8,48479.4
724,302,188,3,2262.4,6787.2
725,302,314,5,33276.67,166383.35
726,302,387,1,22625.89,22625.89
727,302,34,4,1863.37,7453.48
728,303,494,1,41078.03,41078.03
729,304,22,3,47571.9,142715.7
730,304,416,1,44031.12,44031.12
731,305,7,4,14257.68,57030.72
732,305,109,3,8013.4,24040.2
733,306,500,3,33931.55,101794.65
734,306,363,5,32498.33,162491.65
735,306,191,1,37674.51,37674.51
736,306,97,1,29194.47,29194.47
737,307,42,5,39151.69,195758.45
738,308,127,3,8767.31,26301.93
739,308,137,3,41298.52,123895.56
740,308,448,5,2801.37,14006.85
741,308,421,1,27367.98,27367.98
742,309,401,3,11797.47,35392.41
743,309,85,2,1605.4,3210.8
744,310,384,5,48987.78,244938.9
745,310,490,2,39835.28,79670.56
746,310,230,5,14544.33,72721.65
747,311,126,3,21244.87,63734.61
748,311,178,2,21113.77,42227.54
749,311,213,2,37539.51,75079.02
750,312,487,5,28980.83,144904.15
751,312,141,1,28798.61,28798.61
752,313,500,5,46298.3,231491.5
753,313,495,5,33890.93,169454.65
754,313,308,2,8074.95,16149.9
755,314,334,5,872.94,4364.7
756,314,187,4,12595.21,50380.84
757,314,230,3,12562.4,37687.2
758,314,458,2,13039.23,26078.46
759,315,500,5,43870.14,219350.7
760,316,441,1,40809.96,40809.96
761,317,162,4,13158.88,52635.52
762,317,459,1,49838.93,49838.93
763,317,319,5,32526.13,162630.65
764,317,390,4,9224.63,36898.52
765,318,192,1,14504.95,14504.95
766,318,313,2,17304.92,34609.84
767,319,442,4,3660.85,14643.4
768,320,478,4,664.69,2658.76
769,320,488,3,3793.36,11380.08
770,321,482,5,8741.47,43707.35
771,321,263,2,21230.52,42461.04
772,322,156,5,49356.79,246783.95
773,322,159,1,39823.62,39823.62
774,322,198,1,32878.34,32878.34
775,323,175,2,47198.97,94397.94
