order_id,customer_id,order_date,total_amount,status
151,982,2025-10-28,76425.78,Cancelled
152,575,2026-04-17,52139.56,Processing
153,564,2026-06-04,37977.06,Delivered
154,446,2026-05-18,64868.03,Delivered
155,192,2026-06-30,51613.98,Shipped
156,798,2025-07-25,71994.44,Cancelled
157,959,2025-09-23,60643.79,Cancelled
158,447,2025-08-18,7195.61,Delivered
159,971,2026-03-01,57349.67,Shipped
160,605,2025-09-18,79941.35,Shipped
161,475,2026-06-17,55275.11,Processing
162,346,2026-05-27,60859.25,Delivered
163,165,2026-01-16,89267.72,Shipped
164,244,2025-08-24,14921.53,Cancelled
165,426,2026-03-13,51307.58,Shipped
166,783,2026-04-05,2775.27,Pending
167,811,2025-08-11,60500.18,Processing
168,914,2026-01-22,35742.2,Processing
169,777,2026-05-07,40653.7,Shipped
170,409,2025-12-05,65598.18,Delivered
171,624,2026-01-23,1708.56,Shipped
172,325,2025-08-09,31160.81,Shipped
173,495,2026-06-24,41471.11,Pending
174,316,2025-09-09,29847.35,Pending
175,592,2026-05-10,4957.61,Cancelled
176,575,2026-05-02,78680.84,Processing
177,264,2026-06-21,57347.84,Pending
178,509,2026-03-11,8887.03,Cancelled
179,181,2025-09-01,91057.19,Shipped
180,364,2026-04-03,42090.15,Shipped
181,369,2026-06-06,71836.66,Pending
182,564,2025-09-08,97010.96,Shipped
183,752,2026-03-05,29897.61,Shipped
184,658,2025-08-15,10294.94,Delivered
185,782,2025-10-20,13968.31,Delivered
186,354,2026-07-10,6245.23,Cancelled
187,714,2025-10-20,13025.55,Processing
188,631,2025-10-19,51808.22,Cancelled
189,91,2026-01-12,3194.48,Delivered
190,661,2025-09-29,52839.73,Pending
191,399,2026-05-20,35060.47,Pending
192,594,2026-06-18,17243.46,Processing
193,928,2026-01-28,65962.5,Shipped
194,515,2026-04-15,28881.61,Shipped
195,579,2026-02-17,43512.94,Cancelled
196,979,2025-09-02,82226.41,Processing
197,656,2025-09-17,6509.12,Shipped
198,307,2025-12-19,41909.8,Pending
199,24,2025-08-18,12686.08,Pending
200,74,2026-06-23,16954.01,Processing
201,628,2025-12-05,85860.54,Processing
202,751,2025-12-02,61241.69,Processing
203,501,2026-07-03,89274.93,Pending
204,255,2026-05-03,37287.33,Processing
205,953,2026-01-11,56041.42,Cancelled
206,294,2025-11-26,36627.82,Shipped
207,577,2026-03-15,37497.4,Shipped
208,707,2026-04-08,76195.76,Shipped
209,586,2025-09-27,60490.47,Shipped
210,293,2025-09-03,66892.12,Processing
211,197,2026-06-13,71270.22,Shipped
212,119,2026-01-05,78946.9,Delivered
213,419,2025-12-09,86761.16,Delivered
214,70,2026-07-02,12565.28,Cancelled
215,555,2026-07-01,45373.28,Delivered
216,612,2026-01-25,52908.14,Processing
217,364,2025-10-12,42336.08,Shipped
218,951,2025-10-21,27523.52,Processing
219,964,2026-06-04,39757.48,Processing
220,886,2025-08-13,36522.33,Delivered
221,68,2025-11-02,75444.7,Cancelled
222,969,2025-10-19,44500.9,Delivered
223,559,2026-05-04,70800.35,Shipped
224,46,2026-02-14,22257.03,Processing
225,21,2025-08-21,61298.34,Pending
226,528,2025-09-18,92802.34,Pending
227,117,2026-03-28,78471.17,Processing
228,475,2026-06-25,14636.3,Processing
229,157,2026-03-28,45671.46,Processing
230,869,2025-10-23,11040.29,Delivered
231,365,2026-01-01,14073.18,Pending
232,368,2026-03-30,29550.35,Shipped
233,82,2026-07-01,52850.19,Delivered
234,362,2026-04-20,69081.9,Delivered
235,928,2026-02-12,83947.9,Delivered
236,866,2026-02-28,16803.09,Processing
237,156,2026-05-08,31985.05,Cancelled
238,532,2025-09-10,59473.2,Pending
239,31,2025-08-22,95779.92,Shipped
240,951,2025-08-24,16434.26,Shipped
241,399,2025-11-03,98193.74,Processing
242,422,2026-01-18,59233.07,Processing
243,441,2026-04-02,41247.57,Delivered
244,167,2025-08-14,67310.72,Cancelled
245,549,2026-03-12,62162.24,Delivered
246,849,2025-10-18,78663.42,Delivered
247,458,2025-07-13,45038.51,Delivered
248,483,2025-07-27,30683.36,Delivered
249,552,2026-03-07,52077.42,Delivered
250,740,2025-07-30,78075.15,Cancelled
251,288,2026-02-10,26621.31,Shipped
252,617,2026-05-12,62176.76,Shipped
253,594,2026-04-17,27927.11,Cancelled
254,140,2026-01-26,89741.67,Delivered
255,802,2026-04-18,44642.07,Pending
256,211,2026-03-08,88952.86,Cancelled
257,880,2026-03-22,81847.5,Delivered
258,508,2025-10-25,58026.24,Pending
259,803,2026-01-07,88901.1,Shipped
260,446,2025-10-12,94889.95,Processing
261,128,2026-02-05,42935.52,Pending
262,427,2025-09-03,51359.73,Processing
263,516,2026-06-15,84027.88,Delivered
264,867,2025-10-29,19634.35,Processing
265,120,2025-12-17,98433.84,Processing
266,760,2025-10-04,82854.07,Delivered
267,611,2026-04-15,27211.25,Pending
268,245,2025-08-26,83504.24,Cancelled
269,759,2026-05-13,9073.94,Pending
270,190,2026-05-19,30561.07,Pending
271,263,2025-10-25,39449.15,Shipped
272,359,2025-08-06,51333.76,Cancelled
273,785,2026-04-24,94208.4,Pending
274,284,2026-05-20,86487.67,Delivered
275,606,2026-05-25,72985.15,Delivered
276,59,2025-09-04,61205.76,Delivered
277,194,2025-11-01,8209.78,Processing
278,73,2025-08-02,5368.24,Delivered
279,944,2025-07-18,97705.29,Shipped
280,938,2026-03-11,15508.27,Cancelled
281,303,2026-01-04,23968.29,Pending
282,366,2025-09-29,22588.69,Processing
283,182,2025-07-18,69355.52,Processing
284,571,2025-10-20,15607.22,Pending
285,433,2026-03-19,88296.91,Pending
286,768,2025-11-17,88694.71,Delivered
287,452,2025-09-07,20353.26,Delivered
288,317,2026-04-09,88334.04,Cancelled
289,669,2025-09-15,96938.17,Cancelled
290,710,2025-07-13,35628.27,Cancelled
291,45,2026-01-28,43391.67,Cancelled
292,70,2025-11-30,47820.09,Shipped
293,387,2026-07-01,92026.87,Processing
294,434,2026-06-22,62956.44,Delivered
295,228,2026-05-28,29439.64,Processing
296,817,2025-12-11,53167.95,Processing
297,71,2025-10-15,93971.58,Cancelled
298,773,2026-02-21,26999.24,Delivered
299,326,2026-05-03,20006.86,Pending
300,289,2026-01-13,38796.07,Pending
301,378,2026-05-31,68932.14,Cancelled
302,994,2026-07-10,54982.06,Pending
303,69,2026-03-20,53928.56,Shipped
304,116,2025-09-08,86164.21,Pending
305,144,2025-10-28,39975.82,Processing
306,251,2026-02-19,5873.91,Shipped
307,483,2025-10-21,58377.63,Cancelled
308,211,2026-07-05,2086.77,Delivered
309,901,2026-01-27,34809.46,Pending
310,165,2025-09-07,61300.43,Shipped
311,360,2026-05-07,50144.72,Shipped
312,195,2026-01-13,97939.52,Delivered
313,712,2025-07-21,40095.13,Delivered
314,415,2026-01-20,9654.39,Cancelled
315,310,2025-12-07,84866.9,Processing
316,512,2026-04-21,93552.18,Shipped
317,120,2026-07-08,27828.14,Shipped
318,819,2026-06-27,11123.51,Delivered
319,902,2026-05-01,3985.87,Shipped
320,359,2026-01-31,89140.61,Processing
321,859,2025-11-15,82931.28,Pending
322,577,2025-11-14,46143.59,Pending
323,495,2025-10-25,55260.45,Pending
324,751,2025-12-20,12361.96,Pending
325,18,2025-08-24,64355.76,Delivered
326,457,2025-11-21,28416.81,Processing
327,736,2025-08-28,79815.08,Cancelled
328,876,2025-07-17,6008.61,Processing
329,323,2026-03-31,45102.65,Pending
330,818,2026-05-04,36041.91,Pending
331,933,2026-06-19,25008.41,Pending
332,292,2026-02-19,33969.98,Cancelled
333,995,2026-05-11,12369.03,Processing
334,673,2026-06-28,65267.2,Delivered
335,120,2025-11-03,13322.39,Delivered
336,688,2026-07-03,14457.12,Pending
337,425,2025-09-20,85653.58,Cancelled
338,129,2025-07-14,76148.23,Cancelled
339,333,2025-11-17,50889.96,Cancelled
340,60,2026-06-25,94149.45,Delivered
341,203,2025-11-30,14111.21,Shipped
342,953,2025-12-19,11293.44,Processing
343,261,2026-03-04,11566.85,Processing
344,215,2025-08-01,49759.12,Cancelled
345,485,2026-04-10,43698.89,Delivered
346,306,2026-06-12,5407.2,Shipped
347,550,2026-06-16,55140.9,Pending
348,367,2025-10-10,31409.42,Processing
349,757,2025-10-02,11722.68,Shipped
350,947,2025-11-07,16757.09,Processing
351,173,2026-05-30,35254.26,Delivered
352,86,2025-10-03,38483.04,Delivered
353,263,2025-12-14,16654.48,Pending
354,424,2026-01-01,6169.9,Pending
355,292,2025-10-10,68064.51,Delivered
356,304,2025-12-03,32400.77,Cancelled
357,108,2026-01-31,85882.21,Delivered
358,541,2025-12-31,16469.53,Cancelled
359,210,2026-01-22,20769.33,Processing
360,307,2025-09-29,52350.7,Delivered
361,973,2026-02-07,88722.31,Pending
362,642,2025-07-25,64950.55,Delivered
363,824,2026-02-24,97948.1,Pending
364,884,2025-11-30,3175.29,Delivered
365,211,2026-05-14,82315.49,Cancelled
366,332,2026-03-20,95962.02,Pending
367,781,2026-03-03,83027.2,Pending
368,862,2025-10-08,88450.31,Pending
369,417,2026-01-19,45823.96,Shipped
370,18,2025-11-06,79472.58,Delivered
371,656,2026-02-03,12989.65,Processing
372,218,2026-04-01,49213.36,Delivered
373,57,2026-01-18,67219.34,Delivered
374,698,2025-07-22,33585.43,Processing
375,323,2025-07-16,2448.15,Cancelled
376,569,2025-12-12,88802.27,Shipped
377,39,2026-05-31,79419.98,Shipped
378,269,2025-07-18,10498.47,Pending
379,936,2026-06-01,76175.99,Cancelled
380,71,2025-07-28,71850.3,Processing
381,927,2025-11-04,78851.52,Shipped
382,142,2025-10-07,91544.46,Cancelled
383,534,2025-08-07,60912.48,Pending
384,588,2026-05-15,32944.3,Shipped
385,671,2025-07-26,87490.56,Shipped
386,592,2026-02-21,30611.39,Processing
387,670,2026-06-10,1450.54,Processing
388,157,2025-09-07,47195.95,Cancelled
389,98,2026-02-04,97940.23,Pending
390,300,2025-12-09,75499.47,Pending
391,884,2026-05-23,52403.65,Shipped
392,490,2026-02-01,59761.5,Delivered
393,37,2025-10-10,1873.09,Cancelled
394,959,2025-12-19,52197.24,Delivered
395,247,2026-06-03,88604.33,Cancelled
396,925,2026-07-05,49865.34,Processing
397,510,2025-09-01,10299.07,Processing
398,985,2025-08-08,4253.2,Pending
399,295,2026-07-02,5022.26,Shipped
400,712,2026-02-04,65844.33,Cancelled
401,77,2025-12-17,98162.21,Pending
402,613,2026-07-04,56441.66,Cancelled
403,87,2025-12-20,45912.01,Pending
404,816,2026-02-16,11350.36,Pending
405,184,2025-11-24,59554.47,Cancelled
406,56,2026-02-05,28787.42,Delivered
407,110,2025-10-21,72731.33,Delivered
408,614,2026-04-10,14649.36,Shipped
409,483,2025-09-19,34628.86,Shipped
410,413,2025-09-06,8069.63,Shipped
411,300,2026-01-18,28690.27,Processing
412,371,2025-11-13,43952.16,Processing
413,289,2025-07-29,55547.61,Delivered
414,619,2026-04-08,79423.06,Delivered
415,248,2026-04-01,63620.24,Delivered
416,45,2025-07-22,41841.96,Pending
417,295,2026-07-12,21423.95,Pending
418,852,2025-07-15,26500.81,Delivered
419,807,2025-10-12,20271.69,Cancelled
420,847,2025-08-01,80286.99,Delivered
421,140,2026-02-12,41374.85,Cancelled
422,254,2025-09-25,40787.1,Shipped
423,119,2026-02-07,14329.37,Processing
424,325,2026-06-08,9032.63,Cancelled
425,509,2025-12-26,99271.72,Shipped
426,662,2026-05-26,36723.57,Processing
427,466,2026-04-20,5893.56,Delivered
428,290,2025-08-23,8802.89,Pending
429,573,2026-06-19,11887.72,Shipped
430,863,2026-02-19,59258.74,Cancelled
431,670,2025-12-08,86296.7,Shipped
432,521,2026-03-30,77525.65,Processing
433,431,2026-03-19,71583.49,Shipped
434,74,2025-08-24,79373.5,Shipped
435,605,2026-02-10,53301.44,Cancelled
436,798,2025-10-23,60631.26,Shipped
437,397,2025-07-23,56535.24,Shipped
438,16,2026-04-14,5953.01,Delivered
439,944,2026-01-09,42033.16,Cancelled
440,861,2025-08-20,86097.52,Processing
441,594,2025-10-29,91694.55,Shipped
442,419,2026-03-18,51152.9,Cancelled
443,864,2025-12-13,42713.8,Cancelled
444,218,2026-05-20,80209.62,Cancelled
445,854,2025-11-11,24859.23,Delivered
446,853,2025-07-28,94733.42,Pending
447,381,2025-08-21,31958.03,Shipped
448,796,2026-02-23,50943.16,Processing
449,209,2026-06-30,59460.97,Processing
450,727,2026-01-13,90916.54,Cancelled
451,787,2026-07-09,72184.81,Processing
452,720,2026-07-10,5254.66,Delivered
453,296,2026-07-07,17521.0,Shipped
454,143,2026-07-11,66434.27,Cancelled
455,249,2026-05-12,60868.71,Pending
456,684,2025-08-21,94165.47,Shipped
457,457,2026-05-20,84425.19,Shipped
458,130,2025-09-17,76882.04,Processing
459,827,2025-12-26,82664.67,Pending
460,801,2026-04-29,60100.88,Pending
461,979,2026-03-31,69958.23,Pending
462,890,2026-03-28,13009.47,Pending
463,305,2026-04-07,78414.48,Delivered
464,287,2025-12-26,34346.65,Shipped
465,356,2025-09-05,34373.94,Pending
466,752,2026-03-12,74688.62,Cancelled
467,721,2025-09-10,5690.2,Pending
468,652,2025-10-19,9700.26,Processing
469,797,2026-06-17,98933.0,Cancelled
470,909,2025-12-17,90416.28,Pending
471,969,2025-12-09,50548.51,Shipped
472,706,2025-08-31,47936.17,Cancelled
473,463,2026-04-15,43556.79,Cancelled
474,118,2026-03-07,54057.29,Cancelled
475,663,2026-03-05,46420.42,Pending
476,715,2026-06-28,98687.86,Processing
477,231,2026-05-15,98038.07,Delivered
478,998,2026-06-22,64113.59,Delivered
479,148,2026-06-25,61705.37,Delivered
480,58,2025-10-30,81022.72,Pending
481,528,2026-05-15,82639.39,Delivered
482,628,2025-11-30,61349.85,Delivered
483,174,2025-10-01,56475.86,Pending
484,525,2026-04-15,79464.56,Processing
485,20,2025-10-04,44242.64,Shipped
486,260,2025-09-19,27589.36,Cancelled
487,417,2025-08-21,25643.81,Pending
488,923,2025-08-30,58038.91,Delivered
489,50,2025-08-15,55308.37,Processing
490,772,2026-02-15,68764.66,Processing
491,416,2026-03-01,86699.23,Pending
492,25,2026-01-15,52941.7,Pending
493,990,2025-09-09,50411.5,Shipped
494,909,2026-04-18,15816.71,Cancelled
495,801,2026-06-16,80185.9,Delivered
496,682,2026-06-03,36358.58,Processing
497,723,2025-11-01,61267.57,Shipped
498,217,2025-08-19,98039.73,Processing
499,316,2026-04-19,47265.33,Pending
500,58,2025-07-31,82508.62,Delivered
501,600,2025-12-06,76868.08,Cancelled
502,773,2025-07-23,74529.29,Cancelled
503,273,2026-02-28,28868.05,Delivered
504,316,2025-09-19,68776.52,Shipped
505,215,2025-12-31,91803.3,Processing
506,836,2026-04-06,26941.48,Shipped
507,288,2025-11-03,52820.1,Pending
508,616,2025-08-10,73808.37,Shipped
509,13,2025-11-22,92396.02,Processing
510,982,2026-01-26,85500.35,Processing
511,33,2026-04-27,98522.8,Pending
512,764,2026-02-24,90601.07,Shipped
513,835,2025-11-14,23443.1,Pending
514,160,2025-09-04,35159.97,Processing
515,242,2026-05-11,18440.35,Delivered
516,688,2026-05-06,17538.92,Cancelled
517,997,2026-03-05,12854.4,Shipped
518,462,2025-08-03,22306.43,Processing
519,531,2026-06-14,77249.58,Delivered
520,134,2025-11-06,63878.68,Shipped
521,257,2026-04-20,8119.8,Delivered
522,158,2026-04-23,44344.6,Processing
523,869,2025-09-09,66072.4,Delivered
524,330,2025-08-27,23641.58,Shipped
525,326,2025-08-10,47833.64,Shipped
526,155,2025-10-24,8635.23,Processing
527,823,2025-08-19,26845.62,Cancelled
528,243,2026-05-29,89120.25,Pending
529,865,2025-10-25,60582.49,Shipped
530,149,2025-07-20,90425.15,Pending
531,559,2026-06-02,53500.84,Delivered
532,504,2025-10-10,32173.75,Pending
533,390,2025-09-24,48678.67,Pending
534,562,2025-07-20,93480.97,Pending
535,925,2025-10-05,95786.43,Shipped
536,402,2025-12-26,31308.36,Pending
537,714,2025-08-06,23529.81,Pending
538,830,2026-03-21,11992.86,Processing
539,764,2025-12-18,42516.13,Pending
540,656,2025-10-17,44398.59,Shipped
541,639,2026-01-18,15770.86,Cancelled
542,120,2025-09-17,91341.39,Pending
543,760,2025-09-09,80581.83,Delivered
544,413,2025-08-22,60489.79,Pending
545,128,2026-02-25,86298.33,Delivered
546,73,2026-03-09,81385.39,Delivered
547,282,2025-07-26,90845.44,Pending
548,347,2025-11-12,5401.89,Shipped
549,424,2025-07-27,71215.98,Processing
550,941,2025-12-03,6130.39,Processing
551,250,2026-01-17,14419.11,Cancelled
552,811,2025-10-05,82451.81,Delivered
553,173,2026-05-17,61226.47,Delivered
554,953,2025-12-04,4338.44,Cancelled
555,439,2025-11-11,97104.91,Cancelled
556,803,2025-08-10,90864.83,Delivered
557,300,2026-01-12,79875.22,Shipped
558,431,2025-10-18,21769.76,Delivered
559,818,2026-03-31,96359.73,Shipped
560,85,2026-02-26,90539.96,Shipped
561,477,2025-08-22,32760.57,Pending
562,619,2026-03-26,1592.4,Delivered
563,570,2026-01-31,64228.78,Processing
564,235,2026-05-05,71743.07,Pending
565,505,2026-06-20,66666.12,Delivered
566,481,2026-04-07,36182.45,Shipped
567,51,2025-08-25,41453.03,Pending
568,111,2025-08-05,71975.29,Delivered
569,803,2025-12-26,74900.46,Processing
570,965,2025-11-13,67574.54,Pending
571,228,2025-11-13,12929.71,Processing
572,580,2026-03-16,56415.14,Shipped
573,314,2025-07-26,7312.95,Cancelled
574,688,2025-09-30,74052.68,Pending
575,857,2025-08-05,88921.89,Cancelled
576,148,2025-11-24,30387.79,Pending
577,721,2025-09-15,28402.61,Shipped
578,669,2026-05-05,65694.48,Pending
579,849,2025-12-01,33368.73,Cancelled
580,166,2025-12-15,50935.41,Delivered
581,238,2026-05-24,5812.73,Processing
582,712,2026-07-02,15970.19,Shipped
583,408,2026-07-04,43189.51,Delivered
584,86,2025-08-20,47185.06,Cancelled
585,254,2026-01-25,63245.73,Processing
586,797,2026-02-21,32545.97,Processing
587,518,2026-05-23,23410.86,Cancelled
588,172,2026-05-16,90401.57,Delivered
589,889,2025-12-15,93446.95,Pending
590,720,2026-02-22,15293.58,Processing
591,634,2026-02-25,2201.59,Processing
592,518,2026-05-02,25550.98,Cancelled
593,240,2026-07-10,71353.91,Shipped
594,123,2025-12-31,71660.75,Shipped
595,469,2025-07-26,37529.94,Delivered
596,81,2026-02-14,24438.55,Delivered
597,815,2026-06-22,22563.15,Pending
598,889,2025-11-30,97709.26,Pending
599,122,2026-06-26,3910.38,Processing
600,355,2026-01-10,97870.26,Processing
601,547,2025-09-20,96346.73,Delivered
602,602,2025-09-11,87123.15,Cancelled
603,579,2026-02-13,3653.91,Processing
604,358,2025-09-08,90192.5,Delivered
605,205,2026-02-20,91250.3,Cancelled
606,749,2026-03-29,8365.14,Processing
607,678,2026-04-09,36576.35,Processing
608,680,2025-10-03,79409.13,Cancelled
609,72,2026-02-03,93416.88,Shipped
610,201,2026-07-06,18280.98,Pending
611,364,2026-02-01,62184.6,Delivered
612,930,2025-10-16,35442.6,Cancelled
613,171,2026-01-03,22196.19,Shipped
614,529,2025-10-23,86496.94,Processing
615,639,2026-03-09,2018.1,Shipped
616,962,2026-03-01,90672.0,Shipped
617,304,2025-08-16,8009.98,Processing
618,999,2025-09-04,72443.36,Shipped
619,212,2025-12-12,85107.26,Shipped
620,881,2025-12-23,85143.1,Cancelled
621,988,2025-11-08,84884.89,Cancelled
622,904,2025-12-06,53201.42,Cancelled
623,59,2025-08-10,53822.5,Pending
624,427,2025-08-28,27024.19,Delivered
625,931,2026-03-19,84601.75,Shipped
626,101,2025-09-04,51305.1,Shipped
627,18,2025-08-08,98340.17,Processing
628,227,2026-04-22,57590.25,Processing
629,592,2025-10-14,41383.88,Cancelled
630,997,2026-06-02,89497.38,Pending
631,925,2026-02-11,97467.95,Shipped
632,940,2026-01-01,98041.77,Cancelled
633,673,2025-09-04,63221.07,Cancelled
634,997,2026-05-03,14685.22,Processing
635,292,2025-07-14,20440.5,Cancelled
636,47,2026-04-05,4853.65,Processing
637,923,2026-04-05,20169.2,Pending
638,931,2025-11-07,86543.37,Processing
639,820,2025-11-28,11554.97,Pending
640,989,2026-02-20,49201.41,Processing
641,757,2025-08-14,90412.82,Shipped
642,189,2025-10-13,79911.83,Processing
643,982,2026-01-25,44233.61,Shipped
644,75,2025-11-04,87565.61,Shipped
645,933,2025-12-05,82473.76,Pending
646,637,2026-03-29,33205.89,Pending
647,302,2026-04-29,27279.25,Cancelled
648,60,2025-08-22,13470.11,Processing
649,818,2025-08-23,40607.62,Pending
650,915,2025-10-30,61745.29,Delivered
651,949,2026-05-24,23729.26,Delivered
652,343,2025-10-26,20646.78,Cancelled
653,751,2026-01-06,52479.2,Cancelled
654,361,2026-01-16,25495.94,Shipped
655,352,2025-10-23,15845.2,Cancelled
656,970,2026-01-29,93647.23,Pending
657,805,2026-01-30,33653.05,Shipped
658,993,2026-01-11,79234.03,Processing
659,921,2025-10-11,1688.64,Cancelled
660,216,2026-06-21,87980.08,Delivered
661,469,2025-08-30,16247.94,Pending
662,748,2026-02-10,72742.05,Pending
663,725,2026-03-18,17938.01,Pending
664,213,2026-03-20,5262.46,Delivered
665,711,2026-03-18,82593.12,Delivered
666,260,2025-08-04,7661.52,Delivered
667,677,2026-06-01,36112.98,Processing
668,951,2026-01-03,22280.11,Pending
669,907,2025-09-05,2452.41,Shipped
670,296,2026-03-26,67576.15,Shipped
671,470,2025-07-15,6015.28,Processing
